cli_document,recencia,frequencia,monetario,R,F,M,rfm_score,rfm_total,segmento
CLI_0227FC91,184,1,247.41,3,4,3,343,10,Skin Glow
CLI_0229989D,401,1,202.55,2,4,3,243,9,Skin Bloom
CLI_022A55BA,479,1,78.59,1,4,1,141,6,Skin Bloom
CLI_022A857E,245,1,278.82,3,4,4,344,11,Skin Glow
CLI_022D437A,32,1,97.3,5,4,1,541,10,Skin Glow
CLI_022E77A1,80,2,697.9200000000001,4,5,5,455,14,Skin Glow
CLI_0231A7D3,347,1,119.81,2,4,1,241,7,Skin Bloom
CLI_02325851,524,1,221.61,1,4,3,143,8,Skin Bloom
CLI_02325EC8,460,1,319.41,1,4,4,144,9,Skin Bloom
CLI_0233415F,162,1,142.92,4,4,2,442,10,Skin Glow
CLI_0235E341,74,1,241.36,4,4,3,443,11,Skin Glow
CLI_023826FF,32,3,539.34,5,5,5,555,15,Skin Glow
CLI_0238658F,35,4,1097.1799999999998,5,5,5,555,15,Skin Glow
CLI_023B2C0F,512,1,136.43,1,4,2,142,7,Skin Bloom
CLI_023CB7B5,404,1,75.44,2,4,1,241,7,Skin Bloom
CLI_023E0901,314,1,220.17,2,4,3,243,9,Skin Bloom
CLI_023EBB06,226,1,280.44,3,4,4,344,11,Skin Glow
CLI_023EEF61,155,1,136.62,4,4,2,442,10,Skin Glow
CLI_023EF6A4,413,1,101.9,2,4,1,241,7,Skin Bloom
CLI_023FD712,291,1,198.4,3,4,3,343,10,Skin Glow
CLI_0245C459,534,1,295.92,1,4,4,144,9,Skin Bloom
CLI_024663C7,10,4,368.62,5,5,4,554,14,Skin Glow
CLI_0246CF88,85,5,1192.34,4,5,5,455,14,Skin Glow
CLI_0247BDBB,306,1,148.91,3,4,2,342,9,Skin Glow
CLI_0249B5AD,34,1,94.48,5,4,1,541,10,Skin Glow
CLI_024C6873,129,2,474.65000000000003,4,5,5,455,14,Skin Glow
CLI_024D67CB,207,1,210.68,3,4,3,343,10,Skin Glow
CLI_024D7166,203,2,399.47,3,5,4,354,12,Skin Glow
CLI_02502CB6,457,1,487.84,1,4,5,145,10,Skin Bloom
CLI_025071EB,345,2,343.73,2,5,4,254,11,Skin Bloom
CLI_02517930,31,1,339.87,5,4,4,544,13,Skin Glow
CLI_0252B390,66,2,487.62,4,5,5,455,14,Skin Glow
CLI_0254A1F2,250,1,139.55,3,4,2,342,9,Skin Glow
CLI_0256948C,13,1,71.92,5,4,1,541,10,Skin Glow
CLI_025A7107,470,1,78.38,1,4,1,141,6,Skin Bloom
CLI_025BF02B,502,1,136.86,1,4,2,142,7,Skin Bloom
CLI_025C28F7,384,2,354.36,2,5,4,254,11,Skin Bloom
CLI_025DA4FC,58,2,396.67,4,5,4,454,13,Skin Glow
CLI_025F68E2,249,1,159.3,3,4,2,342,9,Skin Glow
CLI_0260DF6D,31,1,133.52,5,4,2,542,11,Skin Glow
CLI_0263FB57,174,1,188.89,3,4,3,343,10,Skin Glow
CLI_02641DAA,250,2,404.74,3,5,4,354,12,Skin Glow
CLI_026432A7,234,1,549.8,3,4,5,345,12,Skin Glow
CLI_02654230,35,1,183.13,5,4,3,543,12,Skin Glow
CLI_02672B3C,420,1,146.86,2,4,2,242,8,Skin Bloom
CLI_0267B021,23,1,138.24,5,4,2,542,11,Skin Glow
CLI_0268F789,35,1,487.7,5,4,5,545,14,Skin Glow
CLI_026972C4,388,1,321.98,2,4,4,244,10,Skin Bloom
CLI_0269D0DB,464,1,139.9,1,4,2,142,7,Skin Bloom
CLI_026A2062,89,1,128.83,4,4,2,442,10,Skin Glow
CLI_026DEA7B,160,2,388.74,4,5,4,454,13,Skin Glow
CLI_026EE182,342,1,346.85,2,4,4,244,10,Skin Bloom
CLI_026F7370,17,1,132.32,5,4,2,542,11,Skin Glow
CLI_0274223B,473,1,473.2,1,4,5,145,10,Skin Bloom
CLI_0274CA99,476,1,127.91,1,4,2,142,7,Skin Bloom
CLI_0276A39F,32,1,55.97,5,4,1,541,10,Skin Glow
CLI_027740B4,174,1,86.93,3,4,1,341,8,Skin Glow
CLI_02784E82,422,1,160.54,2,4,2,242,8,Skin Bloom
CLI_02785FC8,525,1,80.71,1,4,1,141,6,Skin Bloom
CLI_02789F3F,196,1,125.82,3,4,1,341,8,Skin Glow
CLI_0278AC8E,343,2,1022.03,2,5,5,255,12,Skin Bloom
CLI_02793EB5,464,1,78.59,1,4,1,141,6,Skin Bloom
CLI_027A45EE,243,1,443.37,3,4,5,345,12,Skin Glow
CLI_027AEB3C,543,1,179.25,1,4,3,143,8,Skin Bloom
CLI_027C043F,542,1,436.72,1,4,5,145,10,Skin Bloom
CLI_027C53B3,158,1,162.9,4,4,3,443,11,Skin Glow
CLI_027EE054,265,1,89.91,3,4,1,341,8,Skin Glow
CLI_0280B5E4,239,1,336.53,3,4,4,344,11,Skin Glow
CLI_028413D4,5,1,345.4,5,4,4,544,13,Skin Glow
CLI_02841489,208,3,817.11,3,5,5,355,13,Skin Glow
CLI_0284FDD9,230,1,159.9,3,4,2,342,9,Skin Glow
CLI_0288E954,314,1,89.37,2,4,1,241,7,Skin Bloom
CLI_02891AB6,517,1,229.8,1,4,3,143,8,Skin Bloom
CLI_028940A6,403,1,165.41,2,4,3,243,9,Skin Bloom
CLI_02896410,84,4,449.21,4,5,5,455,14,Skin Glow
CLI_0289A11A,519,1,152.18,1,4,2,142,7,Skin Bloom
CLI_028A519F,48,4,621.22,5,5,5,555,15,Skin Glow
CLI_028B0102,256,1,132.71,3,4,2,342,9,Skin Glow
CLI_028C1FC4,41,5,3232.68,5,5,5,555,15,Skin Glow
CLI_029067B2,78,1,118.32,4,4,1,441,9,Skin Glow
CLI_02951173,69,5,862.19,4,5,5,455,14,Skin Glow
CLI_02963166,210,2,329.89,3,5,4,354,12,Skin Glow
CLI_0296EA04,64,1,153.31,4,4,2,442,10,Skin Glow
CLI_0296F225,415,1,237.37,2,4,3,243,9,Skin Bloom
CLI_029742FF,29,1,243.76,5,4,3,543,12,Skin Glow
CLI_029B261C,24,7,2899.23,5,5,5,555,15,Skin Glow
CLI_029B8BB3,416,1,233.19,2,4,3,243,9,Skin Bloom
CLI_029EA081,137,2,264.04,4,5,4,454,13,Skin Glow
CLI_029ECFCD,486,1,130.18,1,4,2,142,7,Skin Bloom
CLI_029F0AAF,46,3,434.06000000000006,5,5,5,555,15,Skin Glow
CLI_02A19EB0,388,1,289.0,2,4,4,244,10,Skin Bloom
CLI_02A26CB0,151,2,324.78,4,5,4,454,13,Skin Glow
CLI_02A2A016,403,1,191.76,2,4,3,243,9,Skin Bloom
CLI_02A2BEC7,330,1,118.65,2,4,1,241,7,Skin Bloom
CLI_02A3AD41,35,1,246.54,5,4,3,543,12,Skin Glow
CLI_02A5404B,404,1,141.56,2,4,2,242,8,Skin Bloom
CLI_02A5EDD9,394,1,88.62,2,4,1,241,7,Skin Bloom
CLI_02A824A4,445,2,276.2,1,5,4,154,10,Skin Bloom
CLI_02A91587,16,1,115.62,5,4,1,541,10,Skin Glow
CLI_02AB42FB,510,1,158.9,1,4,2,142,7,Skin Bloom
CLI_02ADB65E,366,1,132.72,2,4,2,242,8,Skin Bloom
CLI_02AE51AA,433,1,296.66,1,4,4,144,9,Skin Bloom
CLI_02AF0A31,240,1,279.0,3,4,4,344,11,Skin Glow
CLI_02AF73E1,399,1,114.95,2,4,1,241,7,Skin Bloom
CLI_02AF91DC,265,2,705.56,3,5,5,355,13,Skin Glow
CLI_02B0B1B1,403,1,288.03,2,4,4,244,10,Skin Bloom
CLI_02B20B37,60,2,247.03,4,5,3,453,12,Skin Glow
CLI_02B22E6D,179,1,179.82,3,4,3,343,10,Skin Glow
CLI_02B2E00E,474,1,176.54,1,4,3,143,8,Skin Bloom
CLI_02B62700,201,1,209.51,3,4,3,343,10,Skin Glow
CLI_02B741D0,385,1,108.6,2,4,1,241,7,Skin Bloom
CLI_02B895BB,324,1,495.04,2,4,5,245,11,Skin Bloom
CLI_02B9C5D5,223,1,99.9,3,4,1,341,8,Skin Glow
CLI_02BB3FED,302,1,175.31,3,4,3,343,10,Skin Glow
CLI_02BB5709,313,4,1010.35,2,5,5,255,12,Skin Bloom
CLI_02BC6618,268,1,383.13,3,4,4,344,11,Skin Glow
CLI_02BCD656,225,1,129.96,3,4,2,342,9,Skin Glow
CLI_02BE76DA,394,1,129.82,2,4,2,242,8,Skin Bloom
CLI_02BFE6C2,48,4,775.98,5,5,5,555,15,Skin Glow
CLI_02C0AE3C,400,1,100.85,2,4,1,241,7,Skin Bloom
CLI_02C263C0,509,1,192.18,1,4,3,143,8,Skin Bloom
CLI_02C361BD,209,4,1045.29,3,5,5,355,13,Skin Glow
CLI_02C5B6C7,13,1,193.04,5,4,3,543,12,Skin Glow
CLI_02C6155E,309,1,134.92,2,4,2,242,8,Skin Bloom
CLI_02C80269,32,3,506.9,5,5,5,555,15,Skin Glow
CLI_02CA32F9,32,1,58.92,5,4,1,541,10,Skin Glow
CLI_02CAC1DD,101,3,483.43,4,5,5,455,14,Skin Glow
CLI_02CADAAA,105,2,977.49,4,5,5,455,14,Skin Glow
CLI_02CB20F2,44,1,159.02,5,4,2,542,11,Skin Glow
CLI_02CC0829,390,1,119.12,2,4,1,241,7,Skin Bloom
CLI_02CE6A4C,437,1,458.0,1,4,5,145,10,Skin Bloom
CLI_02CE82D9,22,2,508.55999999999995,5,5,5,555,15,Skin Glow
CLI_02CF34BA,229,8,1228.3,3,5,5,355,13,Skin Glow
CLI_02D62DA1,514,1,747.9,1,4,5,145,10,Skin Bloom
CLI_02D672FB,130,3,798.3900000000001,4,5,5,455,14,Skin Glow
CLI_02D6E462,296,1,175.83,3,4,3,343,10,Skin Glow
CLI_02D7937D,341,1,279.72,2,4,4,244,10,Skin Bloom
CLI_02DB54EF,500,1,234.98,1,4,3,143,8,Skin Bloom
CLI_02DE8064,70,4,982.28,4,5,5,455,14,Skin Glow
CLI_02DE94A8,431,1,330.5,1,4,4,144,9,Skin Bloom
CLI_02DEC126,387,1,413.87,2,4,5,245,11,Skin Bloom
CLI_02DF0AAA,498,1,150.45,1,4,2,142,7,Skin Bloom
CLI_02E067CA,71,3,722.87,4,5,5,455,14,Skin Glow
CLI_02E0B545,531,1,179.25,1,4,3,143,8,Skin Bloom
CLI_02E0D9C4,268,2,240.56,3,5,3,353,11,Skin Glow
CLI_02E654BE,445,1,134.99,1,4,2,142,7,Skin Bloom
CLI_02E7F776,29,1,347.5,5,4,4,544,13,Skin Glow
CLI_02EDE762,418,2,303.39,2,5,4,254,11,Skin Bloom
CLI_02F0FC8E,253,2,426.67,3,5,5,355,13,Skin Glow
CLI_02F35C72,32,1,102.21,5,4,1,541,10,Skin Glow
CLI_02F4E85C,291,1,120.21,3,4,1,341,8,Skin Glow
CLI_02F6986C,43,3,1051.65,5,5,5,555,15,Skin Glow
CLI_02F740B0,167,2,599.9200000000001,4,5,5,455,14,Skin Glow
CLI_02FA3CE0,491,1,310.0,1,4,4,144,9,Skin Bloom
CLI_02FB268A,337,1,89.37,2,4,1,241,7,Skin Bloom
CLI_02FB871E,314,1,169.84,2,4,3,243,9,Skin Bloom
CLI_02FF5F64,74,2,363.13,4,5,4,454,13,Skin Glow
CLI_03019DC5,527,1,1733.66,1,4,5,145,10,Skin Bloom
CLI_030672DC,194,1,169.84,3,4,3,343,10,Skin Glow
CLI_0307B8D5,78,1,107.85,4,4,1,441,9,Skin Glow
CLI_0308D7F6,14,1,269.1,5,4,4,544,13,Skin Glow
CLI_030966BF,158,2,538.44,4,5,5,455,14,Skin Glow
CLI_030977F0,214,2,710.04,3,5,5,355,13,Skin Glow
CLI_030C65A5,225,1,280.44,3,4,4,344,11,Skin Glow
CLI_030C9151,78,2,491.54999999999995,4,5,5,455,14,Skin Glow
CLI_030F5F92,445,1,166.5,1,4,3,143,8,Skin Bloom
CLI_0314D55D,129,1,348.93,4,4,4,444,12,Skin Glow
CLI_0315E4C5,40,6,1782.1,5,5,5,555,15,Skin Glow
CLI_0317A9A9,198,1,130.59,3,4,2,342,9,Skin Glow
CLI_0318B2DD,281,1,71.17,3,4,1,341,8,Skin Glow
CLI_03196033,436,1,519.8,1,4,5,145,10,Skin Bloom
CLI_031A1871,83,2,368.93,4,5,4,454,13,Skin Glow
CLI_031AE2F8,217,1,245.05,3,4,3,343,10,Skin Glow
CLI_031BF177,502,1,236.3,1,4,3,143,8,Skin Bloom
CLI_031CE905,351,3,384.63,2,5,4,254,11,Skin Bloom
CLI_031F6E1E,533,1,135.47,1,4,2,142,7,Skin Bloom
CLI_0320972B,519,1,85.41,1,4,1,141,6,Skin Bloom
CLI_0320BCE8,45,1,232.94,5,4,3,543,12,Skin Glow
CLI_03227BA6,14,1,72.25,5,4,1,541,10,Skin Glow
CLI_032394A5,130,2,509.47,4,5,5,455,14,Skin Glow
CLI_03240A96,123,1,154.5,4,4,2,442,10,Skin Glow
CLI_0329C988,524,1,119.13,1,4,1,141,6,Skin Bloom
CLI_032A2B46,177,1,159.9,3,4,2,342,9,Skin Glow
CLI_032C3FDE,40,6,943.53,5,5,5,555,15,Skin Glow
CLI_032CA479,281,1,71.17,3,4,1,341,8,Skin Glow
CLI_032DB965,530,1,114.01,1,4,1,141,6,Skin Bloom
CLI_032DEF46,498,2,310.98,1,5,4,154,10,Skin Bloom
CLI_032F5332,127,1,193.29,4,4,3,443,11,Skin Glow
CLI_033073EA,447,1,279.73,1,4,4,144,9,Skin Bloom
CLI_0330A85D,66,4,3858.95,4,5,5,455,14,Skin Glow
CLI_0330CD1D,333,2,164.84,2,5,3,253,10,Skin Bloom
CLI_0333B82A,500,1,168.8,1,4,3,143,8,Skin Bloom
CLI_03341286,450,1,62.93,1,4,1,141,6,Skin Bloom
CLI_0335ECBD,78,4,934.5899999999999,4,5,5,455,14,Skin Glow
CLI_03360F0C,448,1,488.0,1,4,5,145,10,Skin Bloom
CLI_0337D139,384,2,266.7,2,5,4,254,11,Skin Bloom
CLI_033897A5,300,1,308.72,3,4,4,344,11,Skin Glow
CLI_033950AC,140,1,143.91,4,4,2,442,10,Skin Glow
CLI_033A20EA,53,2,399.52000000000004,4,5,4,454,13,Skin Glow
CLI_033FEBD5,47,8,1287.31,5,5,5,555,15,Skin Glow
CLI_03410FA3,314,2,361.57,2,5,4,254,11,Skin Bloom
CLI_03417F24,141,1,591.22,4,4,5,445,13,Skin Glow
CLI_0341F8CC,296,1,44.39,3,4,1,341,8,Skin Glow
CLI_03427375,498,1,69.93,1,4,1,141,6,Skin Bloom
CLI_0342DE46,439,1,178.54,1,4,3,143,8,Skin Bloom
CLI_034385D2,125,4,604.91,4,5,5,455,14,Skin Glow
CLI_03473528,439,1,402.49,1,4,4,144,9,Skin Bloom
CLI_034A8963,303,1,128.11,3,4,2,342,9,Skin Glow
CLI_034DAF52,422,1,84.93,2,4,1,241,7,Skin Bloom
CLI_03503016,417,1,408.17,2,4,4,244,10,Skin Bloom
CLI_0351291B,107,1,361.59,4,4,4,444,12,Skin Glow
CLI_0351861F,297,1,127.88,3,4,2,342,9,Skin Glow
CLI_03546F22,522,1,88.59,1,4,1,141,6,Skin Bloom
CLI_0354BB02,117,1,871.3,4,4,5,445,13,Skin Glow
CLI_035789FB,415,1,395.18,2,4,4,244,10,Skin Bloom
CLI_0358DBC6,195,1,371.63,3,4,4,344,11,Skin Glow
CLI_035944F8,420,1,143.76,2,4,2,242,8,Skin Bloom
CLI_035B0A25,11,3,856.04,5,5,5,555,15,Skin Glow
CLI_035BA669,396,1,144.76,2,4,2,242,8,Skin Bloom
CLI_035C9ED2,16,2,209.1,5,5,3,553,13,Skin Glow
CLI_035DC922,32,2,270.32,5,5,4,554,14,Skin Glow
CLI_03612BB5,44,5,3690.04,5,5,5,555,15,Skin Glow
CLI_03614E00,298,2,582.75,3,5,5,355,13,Skin Glow
CLI_036187BA,428,2,255.35,1,5,4,154,10,Skin Bloom
CLI_0361C667,29,1,169.44,5,4,3,543,12,Skin Glow
CLI_0361F272,502,1,581.94,1,4,5,145,10,Skin Bloom
CLI_0362FDBD,288,7,1725.56,3,5,5,355,13,Skin Glow
CLI_03652F7F,14,2,1066.38,5,5,5,555,15,Skin Glow
CLI_0365A4A5,410,1,268.96,2,4,4,244,10,Skin Bloom
CLI_03667A1B,231,1,221.41,3,4,3,343,10,Skin Glow
CLI_036790BF,415,3,992.8100000000001,2,5,5,255,12,Skin Bloom
CLI_036A1ACE,530,1,133.23,1,4,2,142,7,Skin Bloom
CLI_036A8CDD,446,2,932.53,1,5,5,155,11,Skin Bloom
CLI_036B72B7,519,1,152.94,1,4,2,142,7,Skin Bloom
CLI_036C9DC2,241,2,649.9100000000001,3,5,5,355,13,Skin Glow
CLI_036CB46C,445,1,256.01,1,4,4,144,9,Skin Bloom
CLI_036E94F8,286,1,98.61,3,4,1,341,8,Skin Glow
CLI_036F08A0,68,1,339.04,4,4,4,444,12,Skin Glow
CLI_03711CAF,79,1,120.34,4,4,1,441,9,Skin Glow
CLI_0373F096,75,2,689.53,4,5,5,455,14,Skin Glow
CLI_0374DBDE,6,1,210.83,5,4,3,543,12,Skin Glow
CLI_0376133C,71,3,1043.31,4,5,5,455,14,Skin Glow
CLI_03777EC2,377,1,310.69,2,4,4,244,10,Skin Bloom
CLI_037AA00D,95,1,207.04,4,4,3,443,11,Skin Glow
CLI_037B76F9,356,2,298.70000000000005,2,5,4,254,11,Skin Bloom
CLI_037BC301,478,1,138.6,1,4,2,142,7,Skin Bloom
CLI_037D0AFA,396,1,120.62,2,4,1,241,7,Skin Bloom
CLI_037ECD11,32,10,2168.03,5,5,5,555,15,Skin Glow
CLI_0380CD49,279,1,553.09,3,4,5,345,12,Skin Glow
CLI_0382BDCF,472,1,112.96,1,4,1,141,6,Skin Bloom
CLI_03835718,505,1,155.94,1,4,2,142,7,Skin Bloom
CLI_03838D6E,74,2,302.4,4,5,4,454,13,Skin Glow
CLI_0384C354,420,1,279.14,2,4,4,244,10,Skin Bloom
CLI_03866274,32,1,183.33,5,4,3,543,12,Skin Glow
CLI_03876A4B,124,1,159.54,4,4,2,442,10,Skin Glow
CLI_0387D47E,396,1,125.38,2,4,1,241,7,Skin Bloom
CLI_038AD698,419,1,120.38,2,4,1,241,7,Skin Bloom
CLI_038C40E2,115,3,963.53,4,5,5,455,14,Skin Glow
CLI_038C7B52,107,3,1304.12,4,5,5,455,14,Skin Glow
CLI_03907E68,281,1,71.17,3,4,1,341,8,Skin Glow
CLI_03909FD2,299,1,158.91,3,4,2,342,9,Skin Glow
CLI_039480C2,28,1,107.08,5,4,1,541,10,Skin Glow
CLI_03957511,326,1,400.38,2,4,4,244,10,Skin Bloom
CLI_03959CA8,471,1,285.38,1,4,4,144,9,Skin Bloom
CLI_03988603,91,2,446.5,4,5,5,455,14,Skin Glow
CLI_039AE227,32,1,189.08,5,4,3,543,12,Skin Glow
CLI_039C4D04,130,2,245.65,4,5,3,453,12,Skin Glow
CLI_039F7364,22,1,109.39,5,4,1,541,10,Skin Glow
CLI_03A18BA9,170,1,130.99,3,4,2,342,9,Skin Glow
CLI_03A39381,480,2,295.48,1,5,4,154,10,Skin Bloom
CLI_03A405F3,521,1,219.8,1,4,3,143,8,Skin Bloom
CLI_03A4AEB1,346,1,134.91,2,4,2,242,8,Skin Bloom
CLI_03A4B3A1,141,1,411.09,4,4,4,444,12,Skin Glow
CLI_03A83779,310,1,449.8,2,4,5,245,11,Skin Bloom
CLI_03A8910F,401,1,66.67,2,4,1,241,7,Skin Bloom
CLI_03A963F3,305,1,128.19,3,4,2,342,9,Skin Glow
CLI_03AB46D0,32,1,135.35,5,4,2,542,11,Skin Glow
CLI_03B02B20,111,2,507.62,4,5,5,455,14,Skin Glow
CLI_03B4A3C0,422,1,84.62,2,4,1,241,7,Skin Bloom
CLI_03B4DCA0,498,1,69.93,1,4,1,141,6,Skin Bloom
CLI_03B5329A,377,1,93.62,2,4,1,241,7,Skin Bloom
CLI_03B5CF52,95,4,1469.76,4,5,5,455,14,Skin Glow
CLI_03B73832,265,2,603.8499999999999,3,5,5,355,13,Skin Glow
CLI_03B759CD,439,2,304.45000000000005,1,5,4,154,10,Skin Bloom
CLI_03B7D52B,432,1,147.47,1,4,2,142,7,Skin Bloom
CLI_03B82BBF,403,1,75.13,2,4,1,241,7,Skin Bloom
CLI_03B9A410,34,3,521.74,5,5,5,555,15,Skin Glow
CLI_03C0B645,419,1,247.38,2,4,3,243,9,Skin Bloom
CLI_03C0B8D9,33,1,117.87,5,4,1,541,10,Skin Glow
CLI_03C21F3E,476,1,139.9,1,4,2,142,7,Skin Bloom
CLI_03C31D68,419,1,139.05,2,4,2,242,8,Skin Bloom
CLI_03C38D3F,454,2,694.03,1,5,5,155,11,Skin Bloom
CLI_03C470EC,534,1,119.12,1,4,1,141,6,Skin Bloom
CLI_03C50452,45,1,141.22,5,4,2,542,11,Skin Glow
CLI_03C6D909,38,1,137.46,5,4,2,542,11,Skin Glow
CLI_03C75F69,35,3,1377.43,5,5,5,555,15,Skin Glow
CLI_03C7A3E6,175,2,339.37,3,5,4,354,12,Skin Glow
CLI_03C82FEA,162,1,238.0,4,4,3,443,11,Skin Glow
CLI_03C86D98,539,1,287.9,1,4,4,144,9,Skin Bloom
CLI_03CA2597,261,1,128.98,3,4,2,342,9,Skin Glow
CLI_03CBC895,330,1,218.94,2,4,3,243,9,Skin Bloom
CLI_03CC8562,463,1,108.83,1,4,1,141,6,Skin Bloom
CLI_03CE2F2C,492,1,411.8,1,4,4,144,9,Skin Bloom
CLI_03CE6FE4,498,1,69.93,1,4,1,141,6,Skin Bloom
CLI_03D1049B,108,2,418.26,4,5,5,455,14,Skin Glow
CLI_03D1E49F,463,1,446.22,1,4,5,145,10,Skin Bloom
CLI_03D5DD02,273,1,159.9,3,4,2,342,9,Skin Glow
CLI_03D68C78,525,1,148.61,1,4,2,142,7,Skin Bloom
CLI_03D71BF2,406,1,88.62,2,4,1,241,7,Skin Bloom
CLI_03D85651,236,1,243.6,3,4,3,343,10,Skin Glow
CLI_03D949D3,412,1,289.7,2,4,4,244,10,Skin Bloom
CLI_03D96937,403,1,414.4,2,4,5,245,11,Skin Bloom
CLI_03DC07EB,156,1,79.94,4,4,1,441,9,Skin Glow
CLI_03DCB315,196,1,132.84,3,4,2,342,9,Skin Glow
CLI_03DDD943,291,1,353.44,3,4,4,344,11,Skin Glow
CLI_03DE1A26,423,1,238.36,2,4,3,243,9,Skin Bloom
CLI_03DE9424,40,2,209.31,5,5,3,553,13,Skin Glow
CLI_03E0690A,345,1,251.01,2,4,4,244,10,Skin Bloom
CLI_03E082CF,235,1,179.32,3,4,3,343,10,Skin Glow
CLI_03E204CF,498,1,69.93,1,4,1,141,6,Skin Bloom
CLI_03E47141,420,2,161.86,2,5,2,252,9,Skin Bloom
CLI_03E4857C,202,1,389.72,3,4,4,344,11,Skin Glow
CLI_03E53577,149,2,592.8299999999999,4,5,5,455,14,Skin Glow
CLI_03E544FA,48,3,755.98,5,5,5,555,15,Skin Glow
CLI_03E6C56A,325,1,134.94,2,4,2,242,8,Skin Bloom
CLI_03EA8B76,130,1,79.61,4,4,1,441,9,Skin Glow
CLI_03EAE06D,32,1,190.1,5,4,3,543,12,Skin Glow
CLI_03EDA056,545,1,156.29,1,4,2,142,7,Skin Bloom
CLI_03EEACC6,42,4,902.11,5,5,5,555,15,Skin Glow
CLI_03EF1B54,234,1,140.84,3,4,2,342,9,Skin Glow
CLI_03EF502C,473,1,223.92,1,4,3,143,8,Skin Bloom
CLI_03F09FB1,316,2,183.57,2,5,3,253,10,Skin Bloom
CLI_03F0C4F7,107,1,340.56,4,4,4,444,12,Skin Glow
CLI_03F0C4FC,282,1,170.35,3,4,3,343,10,Skin Glow
CLI_03F11579,46,2,211.29000000000002,5,5,3,553,13,Skin Glow
CLI_03F47F9C,405,1,91.11,2,4,1,241,7,Skin Bloom
CLI_03F62374,47,2,223.04999999999998,5,5,3,553,13,Skin Glow
CLI_03F6B6B5,393,1,143.76,2,4,2,242,8,Skin Bloom
CLI_03F8B8D4,140,1,223.86,4,4,3,443,11,Skin Glow
CLI_03F99A99,11,1,239.2,5,4,3,543,12,Skin Glow
CLI_03F9C13F,140,1,121.97,4,4,1,441,9,Skin Glow
CLI_03FA1EC0,530,1,237.46,1,4,3,143,8,Skin Bloom
CLI_03FAEC7C,50,1,231.74,5,4,3,543,12,Skin Glow
CLI_03FB1A99,341,1,78.63,2,4,1,241,7,Skin Bloom
CLI_03FF95B9,519,1,181.3,1,4,3,143,8,Skin Bloom
CLI_040065A3,47,1,198.69,5,4,3,543,12,Skin Glow
CLI_04012279,37,1,359.76,5,4,4,544,13,Skin Glow
CLI_04031B6A,62,3,645.16,4,5,5,455,14,Skin Glow
CLI_04050167,140,1,122.3,4,4,1,441,9,Skin Glow
CLI_04079266,147,1,129.51,4,4,2,442,10,Skin Glow
CLI_04089892,488,1,169.0,1,4,3,143,8,Skin Bloom
CLI_04098016,277,1,72.71,3,4,1,341,8,Skin Glow
CLI_040A732F,153,1,131.24,4,4,2,442,10,Skin Glow
CLI_040CE656,194,1,169.84,3,4,3,343,10,Skin Glow
CLI_040D1288,236,1,311.11,3,4,4,344,11,Skin Glow
CLI_040D34B2,48,1,135.86,5,4,2,542,11,Skin Glow
CLI_041347D4,291,2,238.51999999999998,3,5,3,353,11,Skin Glow
CLI_041906F7,305,1,107.66,3,4,1,341,8,Skin Glow
CLI_04193240,144,1,116.1,4,4,1,441,9,Skin Glow
CLI_041974B6,174,1,129.96,3,4,2,342,9,Skin Glow
CLI_041ADDE6,498,1,139.86,1,4,2,142,7,Skin Bloom
CLI_041B62A5,46,1,104.03,5,4,1,541,10,Skin Glow
CLI_041CAC58,86,7,1936.04,4,5,5,455,14,Skin Glow
CLI_041D4904,279,5,748.25,3,5,5,355,13,Skin Glow
CLI_041E6848,85,1,263.42,4,4,4,444,12,Skin Glow
CLI_04202366,244,1,119.92,3,4,1,341,8,Skin Glow
CLI_04218364,32,1,273.91,5,4,4,544,13,Skin Glow
CLI_04226DF7,502,1,297.34,1,4,4,144,9,Skin Bloom
CLI_0422C9C6,537,1,134.61,1,4,2,142,7,Skin Bloom
CLI_0422D9EB,22,1,207.39,5,4,3,543,12,Skin Glow
CLI_0422F508,403,2,360.21,2,5,4,254,11,Skin Bloom
CLI_04232F75,48,1,66.93,5,4,1,541,10,Skin Glow
CLI_04269409,121,1,658.6,4,4,5,445,13,Skin Glow
CLI_04275E7E,43,2,274.15999999999997,5,5,4,554,14,Skin Glow
CLI_042A66C6,35,5,1648.6999999999998,5,5,5,555,15,Skin Glow
CLI_042BB4A3,47,1,109.27,5,4,1,541,10,Skin Glow
CLI_042D70B2,32,2,494.24,5,5,5,555,15,Skin Glow
CLI_043073EA,45,1,206.26,5,4,3,543,12,Skin Glow
CLI_0431296D,105,1,161.04,4,4,2,442,10,Skin Glow
CLI_0432C20B,536,1,143.01,1,4,2,142,7,Skin Bloom
CLI_04334F2C,35,3,865.15,5,5,5,555,15,Skin Glow
CLI_0434B542,208,1,199.8,3,4,3,343,10,Skin Glow
CLI_0435F76A,41,3,666.74,5,5,5,555,15,Skin Glow
CLI_0436A120,75,5,1079.53,4,5,5,455,14,Skin Glow
CLI_04378505,41,5,1670.34,5,5,5,555,15,Skin Glow
CLI_043845BB,442,1,514.39,1,4,5,145,10,Skin Bloom
CLI_043AF15C,32,1,105.71,5,4,1,541,10,Skin Glow
CLI_043FB11A,401,1,179.49,2,4,3,243,9,Skin Bloom
CLI_043FFD8E,463,1,135.55,1,4,2,142,7,Skin Bloom
CLI_0442A0C4,32,1,104.86,5,4,1,541,10,Skin Glow
CLI_0442AC97,240,2,138.23,3,5,2,352,10,Skin Glow
